date,callsign,flight_number,icao_address,ac_type_icao,aircraft_role,tail_number,airline_icao,airline_iata,airline_name,departure_airport_icao,arrival_airport_icao,departure_airport_iata,arrival_airport_iata,departure_scheduled_time,arrival_scheduled_time,on_time_percentage,flight_duration,year,month,day,day_of_week,is_weekend,country_code_x,region_name_x,iata_x,icao_x,airport_x,departure_latitude,departure_longitude,country_code_y,region_name_y,iata_y,icao_y,airport_y,arrival_latitude,arrival_longitude
2022-11-01,RPA5632,DL5632,A24369,E75S,PAX,N245JQ,RPA,RW,Republic Airways,KLGA,KIND,LGA,IND,2022-11-01 14:25:00+00:00,2022-11-01 16:54:00+00:00,94.54106255639044,149.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,IN,Gujarat,IND,KIND,Indianapolis International Airport,39.7173,-86.2944
2022-07-22,RPA4793,AA4793,A01BBC,E75S,PAX,N106HQ,RPA,RW,Republic Airways,KLGA,KIND,LGA,IND,2022-11-01 21:29:00+00:00,2022-11-01 23:50:00+00:00,85.67384717480434,141.0,2022,7,22,4,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,IN,Gujarat,IND,KIND,Indianapolis International Airport,39.7173,-86.2944
2024-01-27,RPA5632,DL5632,A24369,E75S,PAX,N245JQ,RPA,RW,Republic Airways,KLGA,KIND,LGA,IND,2022-11-01 14:25:00+00:00,2022-11-01 16:54:00+00:00,87.6834920209057,149.0,2024,1,27,5,True,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,IN,Gujarat,IND,KIND,Indianapolis International Airport,39.7173,-86.2944
2022-11-01,EDV5475,DL5475,A08A85,CRJ9,PAX,N134EV,EDV,9E,Endeavor Air (USA),KLGA,KOMA,LGA,OMA,2022-11-01 22:45:00+00:00,2022-11-02 02:14:00+00:00,86.1393789951089,209.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Iowa,OMA,KOMA,Eppley Airfield,41.3032,-95.8941
2022-11-01,RPA4512,YX4512,A099A7,E75S,PAX,N138HQ,RPA,RW,Republic Airways,KLGA,KOMA,LGA,OMA,2022-11-01 21:59:00+00:00,2022-11-02 01:30:00+00:00,93.79062728864992,211.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Iowa,OMA,KOMA,Eppley Airfield,41.3032,-95.8941
2022-07-29,EDV5475,DL5475,A08A85,CRJ9,PAX,N134EV,EDV,9E,Endeavor Air (USA),KLGA,KOMA,LGA,OMA,2022-11-01 22:45:00+00:00,2022-11-02 02:14:00+00:00,97.65479987465181,209.0,2022,7,29,4,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Iowa,OMA,KOMA,Eppley Airfield,41.3032,-95.8941
2024-01-03,RPA4512,YX4512,A099A7,E75S,PAX,N138HQ,RPA,RW,Republic Airways,KLGA,KOMA,LGA,OMA,2022-11-01 21:59:00+00:00,2022-11-02 01:30:00+00:00,78.67912376498647,211.0,2024,1,3,2,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Iowa,OMA,KOMA,Eppley Airfield,41.3032,-95.8941
2022-11-01,AAL1445,AA1445,AD4C2A,B738,PAX,N956NN,AAL,AA,American Airlines,KLGA,KDFW,LGA,DFW,2022-11-01 22:30:00+00:00,2022-11-02 02:35:00+00:00,72.41359269750016,245.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-02-12,AAL1445,AA1445,AD4C2A,B738,PAX,N956NN,AAL,AA,American Airlines,KLGA,KDFW,LGA,DFW,2022-11-01 22:30:00+00:00,2022-11-02 02:35:00+00:00,73.66058901325468,245.0,2023,2,12,6,True,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1955,AA1955,A09188,A321,PAX,N136AN,AAL,AA,American Airlines,KDEN,KDFW,DEN,DFW,2022-11-01 13:00:00+00:00,2022-11-01 14:57:00+00:00,70.33562844604293,117.0,2022,11,1,1,False,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-01-01,AAL1955,AA1955,A09188,A321,PAX,N136AN,AAL,AA,American Airlines,KDEN,KDFW,DEN,DFW,2022-11-01 13:00:00+00:00,2022-11-01 14:57:00+00:00,87.5334007490811,117.0,2024,1,1,0,False,US,Colorado,DEN,KDEN,Denver International Airport,39.8617,-104.673,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,NKS1858,NK1858,AD1D3A,A20N,PAX,N944NK,NKS,NK,Spirit Airlines,KORD,KDFW,ORD,DFW,2022-11-01 01:59:00+00:00,2022-11-01 04:29:00+00:00,92.38421370341833,150.0,2022,11,1,1,False,US,Illinois,ORD,KORD,Chicago O'Hare International Airport,41.9786,-87.9047,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-02-07,NKS1858,NK1858,AD1D3A,A20N,PAX,N944NK,NKS,NK,Spirit Airlines,KORD,KDFW,ORD,DFW,2022-11-01 01:59:00+00:00,2022-11-01 04:29:00+00:00,90.73051574319807,150.0,2023,2,7,1,False,US,Illinois,ORD,KORD,Chicago O'Hare International Airport,41.9786,-87.9047,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1248,AA1248,AB8880,B738,PAX,N842NN,AAL,AA,American Airlines,KEWR,KDFW,EWR,DFW,2022-11-01 13:05:00+00:00,2022-11-01 17:06:00+00:00,78.437261248283,241.0,2022,11,1,1,False,US,New Jersey,EWR,KEWR,Newark Liberty International Airport,40.6925,-74.1686,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-05-27,AAL1248,AA1248,AB8880,B738,PAX,N842NN,AAL,AA,American Airlines,KEWR,KDFW,EWR,DFW,2022-11-01 13:05:00+00:00,2022-11-01 17:06:00+00:00,97.57697299580533,241.0,2024,5,27,0,False,US,New Jersey,EWR,KEWR,Newark Liberty International Airport,40.6925,-74.1686,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,NKS208,NK208,A8D6DE,A321,PAX,N669NK,NKS,NK,Spirit Airlines,KLAS,KDFW,LAS,DFW,2022-11-01 06:55:00+00:00,2022-11-01 09:32:00+00:00,91.59113378128366,157.0,2022,11,1,1,False,US,Nevada,LAS,KLAS,Harry Reid International Airport,36.0801,-115.152,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL2196,AA2196,A65B76,A321,PAX,N509AY,AAL,AA,American Airlines,KLAS,KDFW,LAS,DFW,2022-11-01 14:00:00+00:00,2022-11-01 16:40:00+00:00,77.74873188258813,160.0,2022,11,1,1,False,US,Nevada,LAS,KLAS,Harry Reid International Airport,36.0801,-115.152,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-09,NKS208,NK208,A8D6DE,A321,PAX,N669NK,NKS,NK,Spirit Airlines,KLAS,KDFW,LAS,DFW,2022-11-01 06:55:00+00:00,2022-11-01 09:32:00+00:00,97.4899997966843,157.0,2022,11,9,2,False,US,Nevada,LAS,KLAS,Harry Reid International Airport,36.0801,-115.152,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-03-24,AAL2196,AA2196,A65B76,A321,PAX,N509AY,AAL,AA,American Airlines,KLAS,KDFW,LAS,DFW,2022-11-01 14:00:00+00:00,2022-11-01 16:40:00+00:00,71.67665286786519,160.0,2024,3,24,6,True,US,Nevada,LAS,KLAS,Harry Reid International Airport,36.0801,-115.152,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,SKW3448,OO3448,A154E6,E75L,PAX,N185SY,SKW,OO,Skywest Airlines,KCOU,KDFW,COU,DFW,2022-11-01 23:03:00+00:00,2022-11-02 00:45:00+00:00,92.19306189108636,102.0,2022,11,1,1,False,US,Missouri,COU,KCOU,Columbia Regional Airport,38.8181,-92.2196,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-08-08,SKW3448,OO3448,A154E6,E75L,PAX,N185SY,SKW,OO,Skywest Airlines,KCOU,KDFW,COU,DFW,2022-11-01 23:03:00+00:00,2022-11-02 00:45:00+00:00,79.1023744101028,102.0,2022,8,8,0,False,US,Missouri,COU,KCOU,Columbia Regional Airport,38.8181,-92.2196,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1695,AA1695,A4DF52,A21N,PAX,N413AN,AAL,AA,American Airlines,KPHX,KDFW,PHX,DFW,2022-11-01 12:00:00+00:00,2022-11-01 14:22:00+00:00,83.59626693169582,142.0,2022,11,1,1,False,US,Arizona,PHX,KPHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-09-26,AAL1695,AA1695,A4DF52,A21N,PAX,N413AN,AAL,AA,American Airlines,KPHX,KDFW,PHX,DFW,2022-11-01 12:00:00+00:00,2022-11-01 14:22:00+00:00,81.82107851871235,142.0,2022,9,26,0,False,US,Arizona,PHX,KPHX,Phoenix Sky Harbor International Airport,33.4343,-112.012,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1118,AA1118,ACD838,B738,PAX,N927AN,AAL,AA,American Airlines,KBNA,KDFW,BNA,DFW,2022-11-01 16:33:00+00:00,2022-11-01 18:44:00+00:00,89.07641321310041,131.0,2022,11,1,1,False,US,Tennessee,BNA,KBNA,Nashville International Airport,36.1245,-86.6782,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-01-29,AAL1118,AA1118,ACD838,B738,PAX,N927AN,AAL,AA,American Airlines,KBNA,KDFW,BNA,DFW,2022-11-01 16:33:00+00:00,2022-11-01 18:44:00+00:00,75.03283471874649,131.0,2023,1,29,6,True,US,Tennessee,BNA,KBNA,Nashville International Airport,36.1245,-86.6782,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,FFT2706,F92706,A226C5,A320,PAX,N238FR,FFT,F9,Frontier Airlines,KSAN,KDFW,SAN,DFW,2022-11-01 15:05:00+00:00,2022-11-01 18:17:00+00:00,85.63957327411889,192.0,2022,11,1,1,False,US,California,SAN,KSAN,San Diego International Airport,32.7336,-117.19,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-08-18,FFT2706,F92706,A226C5,A320,PAX,N238FR,FFT,F9,Frontier Airlines,KSAN,KDFW,SAN,DFW,2022-11-01 15:05:00+00:00,2022-11-01 18:17:00+00:00,88.11897992522819,192.0,2022,8,18,3,False,US,California,SAN,KSAN,San Diego International Airport,32.7336,-117.19,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1583,AA1583,ABDEEC,B738,PAX,N864NN,AAL,AA,American Airlines,KCMH,KDFW,CMH,DFW,2022-11-01 09:47:00+00:00,2022-11-01 12:37:00+00:00,81.03303640002832,170.0,2022,11,1,1,False,US,Ohio,CMH,KCMH,John Glenn Columbus International Airport,39.998,-82.8919,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-01-04,AAL1583,AA1583,ABDEEC,B738,PAX,N864NN,AAL,AA,American Airlines,KCMH,KDFW,CMH,DFW,2022-11-01 09:47:00+00:00,2022-11-01 12:37:00+00:00,89.775810162239,170.0,2023,1,4,2,False,US,Ohio,CMH,KCMH,John Glenn Columbus International Airport,39.998,-82.8919,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,FFT82,F982,A33D97,A20N,PAX,N308FR,FFT,F9,Frontier Airlines,KMCO,KDFW,MCO,DFW,2022-11-01 11:00:00+00:00,2022-11-01 14:10:00+00:00,75.11188467455659,190.0,2022,11,1,1,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL398,AA398,ADC17B,A321,PAX,N986AN,AAL,AA,American Airlines,KMCO,KDFW,MCO,DFW,2022-11-01 21:41:00+00:00,2022-11-02 00:38:00+00:00,86.66539923885645,177.0,2022,11,1,1,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-08-29,FFT82,F982,A33D97,A20N,PAX,N308FR,FFT,F9,Frontier Airlines,KMCO,KDFW,MCO,DFW,2022-11-01 11:00:00+00:00,2022-11-01 14:10:00+00:00,74.50801238667634,190.0,2022,8,29,0,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-02-22,AAL398,AA398,ADC17B,A321,PAX,N986AN,AAL,AA,American Airlines,KMCO,KDFW,MCO,DFW,2022-11-01 21:41:00+00:00,2022-11-02 00:38:00+00:00,98.17366863605018,177.0,2023,2,22,2,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL206,AA206,AD4390,B738,PAX,N954AN,AAL,AA,American Airlines,KDCA,KDFW,DCA,DFW,2022-11-01 17:45:00+00:00,2022-11-01 21:16:00+00:00,78.09827829014682,211.0,2022,11,1,1,False,US,Virginia,DCA,KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-07-11,AAL206,AA206,AD4390,B738,PAX,N954AN,AAL,AA,American Airlines,KDCA,KDFW,DCA,DFW,2022-11-01 17:45:00+00:00,2022-11-01 21:16:00+00:00,94.41971362631853,211.0,2024,7,11,3,False,US,Virginia,DCA,KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,DAL429,DL429,A03038,A321,PAX,N111DC,DAL,DL,Delta Air Lines,KATL,KDFW,ATL,DFW,2022-11-01 11:20:00+00:00,2022-11-01 13:38:00+00:00,73.98911569367834,138.0,2022,11,1,1,False,US,Georgia,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-12-26,DAL429,DL429,A03038,A321,PAX,N111DC,DAL,DL,Delta Air Lines,KATL,KDFW,ATL,DFW,2022-11-01 11:20:00+00:00,2022-11-01 13:38:00+00:00,70.46364640158971,138.0,2023,12,26,1,False,US,Georgia,ATL,KATL,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,SKW3179,OO3179,A9F424,CRJ7,PAX,N740SK,SKW,OO,Skywest Airlines,KSAF,KDFW,SAF,DFW,2022-11-01 16:12:00+00:00,2022-11-01 17:58:00+00:00,86.11010930157397,106.0,2022,11,1,1,False,US,New Mexico,SAF,KSAF,Santa Fe Municipal Airport,35.6171,-106.089,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,SKW3293,AA3293,AA26C8,CRJ7,PAX,N753SK,SKW,OO,Skywest Airlines,KSAF,KDFW,SAF,DFW,2022-11-01 22:55:00+00:00,2022-11-02 00:41:00+00:00,96.83298673610317,106.0,2022,11,1,1,False,US,New Mexico,SAF,KSAF,Santa Fe Municipal Airport,35.6171,-106.089,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-21,SKW3179,OO3179,A9F424,CRJ7,PAX,N740SK,SKW,OO,Skywest Airlines,KSAF,KDFW,SAF,DFW,2022-11-01 16:12:00+00:00,2022-11-01 17:58:00+00:00,77.52133787342147,106.0,2022,11,21,0,False,US,New Mexico,SAF,KSAF,Santa Fe Municipal Airport,35.6171,-106.089,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-04-30,SKW3293,AA3293,AA26C8,CRJ7,PAX,N753SK,SKW,OO,Skywest Airlines,KSAF,KDFW,SAF,DFW,2022-11-01 22:55:00+00:00,2022-11-02 00:41:00+00:00,88.38839276596195,106.0,2024,4,30,1,False,US,New Mexico,SAF,KSAF,Santa Fe Municipal Airport,35.6171,-106.089,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,DAL1195,DL1195,A42B32,A319,PAX,N368NB,DAL,DL,Delta Air Lines,KBOS,KDFW,BOS,DFW,2022-11-01 11:45:00+00:00,2022-11-01 16:07:00+00:00,90.42307370888228,262.0,2022,11,1,1,False,US,Massachusetts,BOS,KBOS,Logan International Airport,42.3643,-71.0052,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-02-24,DAL1195,DL1195,A42B32,A319,PAX,N368NB,DAL,DL,Delta Air Lines,KBOS,KDFW,BOS,DFW,2022-11-01 11:45:00+00:00,2022-11-01 16:07:00+00:00,81.7121738801967,262.0,2024,2,24,5,True,US,Massachusetts,BOS,KBOS,Logan International Airport,42.3643,-71.0052,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,SKW4991,OO4991,AA31ED,CRJ7,PAX,N756SK,SKW,OO,Skywest Airlines,KTXK,KDFW,TXK,DFW,2022-11-01 23:29:00+00:00,2022-11-02 00:34:00+00:00,96.22627550293228,65.0,2022,11,1,1,False,US,Arkansas,TXK,KTXK,Texarkana Regional Airport (Webb Field),33.4537,-93.991,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-26,SKW4991,OO4991,AA31ED,CRJ7,PAX,N756SK,SKW,OO,Skywest Airlines,KTXK,KDFW,TXK,DFW,2022-11-01 23:29:00+00:00,2022-11-02 00:34:00+00:00,95.42670394382789,65.0,2022,11,26,5,True,US,Arkansas,TXK,KTXK,Texarkana Regional Airport (Webb Field),33.4537,-93.991,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1281,AA1281,AAF5A9,B738,PAX,N805NN,AAL,AA,American Airlines,KRSW,KDFW,RSW,DFW,2022-11-01 11:05:00+00:00,2022-11-01 14:05:00+00:00,95.76224226850962,180.0,2022,11,1,1,False,US,Florida,RSW,KRSW,Southwest Florida International Airport,26.5362,-81.7552,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-05-11,AAL1281,AA1281,AAF5A9,B738,PAX,N805NN,AAL,AA,American Airlines,KRSW,KDFW,RSW,DFW,2022-11-01 11:05:00+00:00,2022-11-01 14:05:00+00:00,70.16594574040016,180.0,2024,5,11,5,True,US,Florida,RSW,KRSW,Southwest Florida International Airport,26.5362,-81.7552,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,AAL1635,AC8123,ACA94B,B738,PAX,N915AN,AAL,AA,American Airlines,KAUS,KDFW,AUS,DFW,2022-11-01 12:50:00+00:00,2022-11-01 14:00:00+00:00,86.32904417314391,70.0,2022,11,1,1,False,US,Texas,AUS,KAUS,Austin-Bergstrom International Airport,30.1945,-97.6699,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2023-01-23,AAL1635,AC8123,ACA94B,B738,PAX,N915AN,AAL,AA,American Airlines,KAUS,KDFW,AUS,DFW,2022-11-01 12:50:00+00:00,2022-11-01 14:00:00+00:00,91.42906109356312,70.0,2023,1,23,0,False,US,Texas,AUS,KAUS,Austin-Bergstrom International Airport,30.1945,-97.6699,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,ENY3443,MQ3443,A1F884,E75L,PAX,N226NN,ENY,MQ,Envoy Air,KSHV,KDFW,SHV,DFW,2022-11-01 23:15:00+00:00,2022-11-02 00:29:00+00:00,73.7083141295693,74.0,2022,11,1,1,False,US,Louisiana,SHV,KSHV,Shreveport Regional Airport,32.4466,-93.8256,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-01-20,ENY3443,MQ3443,A1F884,E75L,PAX,N226NN,ENY,MQ,Envoy Air,KSHV,KDFW,SHV,DFW,2022-11-01 23:15:00+00:00,2022-11-02 00:29:00+00:00,86.1472567241346,74.0,2024,1,20,5,True,US,Louisiana,SHV,KSHV,Shreveport Regional Airport,32.4466,-93.8256,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,ENY3881,MQ3881,A8B8B9,E145,PAX,N661JA,ENY,MQ,Envoy Air,KSWO,KDFW,SWO,DFW,2022-11-01 19:35:00+00:00,2022-11-01 20:44:00+00:00,77.73781946146961,69.0,2022,11,1,1,False,US,Oklahoma,SWO,KSWO,Stillwater Regional Airport,36.1612,-97.0857,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2024-04-18,ENY3881,MQ3881,A8B8B9,E145,PAX,N661JA,ENY,MQ,Envoy Air,KSWO,KDFW,SWO,DFW,2022-11-01 19:35:00+00:00,2022-11-01 20:44:00+00:00,73.77706056937674,69.0,2024,4,18,3,False,US,Oklahoma,SWO,KSWO,Stillwater Regional Airport,36.1612,-97.0857,US,Texas,DFW,KDFW,Dallas/Fort Worth International Airport,32.8968,-97.038
2022-11-01,DAL4780,DL4780,A2000D,CRJ9,PAX,N228PQ,EDV,9E,Endeavor Air (USA),KLGA,KMKE,LGA,MKE,2022-11-01 16:29:00+00:00,2022-11-01 19:03:00+00:00,97.97889261413738,154.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Wisconsin,MKE,KMKE,General Mitchell International Airport,42.9472,-87.8966
2024-01-21,DAL4780,DL4780,A2000D,CRJ9,PAX,N228PQ,EDV,9E,Endeavor Air (USA),KLGA,KMKE,LGA,MKE,2022-11-01 16:29:00+00:00,2022-11-01 19:03:00+00:00,89.3930836315413,154.0,2024,1,21,6,True,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Wisconsin,MKE,KMKE,General Mitchell International Airport,42.9472,-87.8966
2022-11-01,NKS1848,NK1848,A91700,A321,PAX,N685NK,NKS,NK,Spirit Airlines,KMCO,KMKE,MCO,MKE,2022-11-01 10:00:00+00:00,2022-11-01 12:56:00+00:00,93.55299753983842,176.0,2022,11,1,1,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Wisconsin,MKE,KMKE,General Mitchell International Airport,42.9472,-87.8966
2022-11-11,NKS1848,NK1848,A91700,A321,PAX,N685NK,NKS,NK,Spirit Airlines,KMCO,KMKE,MCO,MKE,2022-11-01 10:00:00+00:00,2022-11-01 12:56:00+00:00,81.41896156244273,176.0,2022,11,11,4,False,US,Florida,MCO,KMCO,Orlando International Airport,28.4294,-81.309,US,Wisconsin,MKE,KMKE,General Mitchell International Airport,42.9472,-87.8966
2022-11-01,RPA4544,AA4544,A4B64B,E75S,PAX,N402YX,RPA,RW,Republic Airways,KLGA,KIAH,LGA,IAH,2022-11-01 13:07:00+00:00,2022-11-01 17:22:00+00:00,99.58684024042819,255.0,2022,11,1,1,False,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2024-03-02,RPA4544,AA4544,A4B64B,E75S,PAX,N402YX,RPA,RW,Republic Airways,KLGA,KIAH,LGA,IAH,2022-11-01 13:07:00+00:00,2022-11-01 17:22:00+00:00,93.4358128088246,255.0,2024,3,2,5,True,US,New York,LGA,KLGA,LaGuardia Airport,40.775,-73.875,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-11-01,UCA4280,C54280,A05AAF,E45X,PAX,N12163,UCA,C5,CommutAir,KBHM,KIAH,BHM,IAH,2022-10-31 18:15:00+00:00,2022-10-31 20:24:00+00:00,85.45145883600709,129.0,2022,11,1,1,False,US,Alabama,BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-11-01,UCA4958,UA4958,A0A923,E45X,PAX,N14125,UCA,C5,CommutAir,KBHM,KIAH,BHM,IAH,2022-11-01 21:51:00+00:00,2022-11-01 23:56:00+00:00,88.02821947248245,125.0,2022,11,1,1,False,US,Alabama,BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-07-26,UCA4280,C54280,A05AAF,E45X,PAX,N12163,UCA,C5,CommutAir,KBHM,KIAH,BHM,IAH,2022-10-31 18:15:00+00:00,2022-10-31 20:24:00+00:00,83.14831652401743,129.0,2022,7,26,1,False,US,Alabama,BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-07-31,UCA4958,UA4958,A0A923,E45X,PAX,N14125,UCA,C5,CommutAir,KBHM,KIAH,BHM,IAH,2022-11-01 21:51:00+00:00,2022-11-01 23:56:00+00:00,73.02460040244169,125.0,2022,7,31,6,True,US,Alabama,BHM,KBHM,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-11-01,UAL1877,UA1877,A53EE2,A320,PAX,N437UA,UAL,UA,United Airlines,KDCA,KIAH,DCA,IAH,2022-11-01 14:59:00+00:00,2022-11-01 18:30:00+00:00,88.39168343572668,211.0,2022,11,1,1,False,US,Virginia,DCA,KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-09-30,UAL1877,UA1877,A53EE2,A320,PAX,N437UA,UAL,UA,United Airlines,KDCA,KIAH,DCA,IAH,2022-11-01 14:59:00+00:00,2022-11-01 18:30:00+00:00,80.03297889926391,211.0,2022,9,30,4,False,US,Virginia,DCA,KDCA,Ronald Reagan Washington National Airport,38.8522,-77.0378,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2022-11-01,UCA4279,UA4279,A08512,E45X,PAX,N13202,UCA,C5,CommutAir,KBTR,KIAH,BTR,IAH,2022-11-01 14:12:00+00:00,2022-11-01 15:34:00+00:00,78.13071940144027,82.0,2022,11,1,1,False,US,Louisiana,BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
2023-12-31,UCA4279,UA4279,A08512,E45X,PAX,N13202,UCA,C5,CommutAir,KBTR,KIAH,BTR,IAH,2022-11-01 14:12:00+00:00,2022-11-01 15:34:00+00:00,76.0587281514648,82.0,2023,12,31,6,True,US,Louisiana,BTR,KBTR,Baton Rouge Metropolitan Airport (Ryan Field),30.5332,-91.1496,US,Texas,IAH,KIAH,George Bush Intercontinental Airport,29.9844,-95.3414
